name,owner,lat,lng
Bahnhofstraße1,Bahnhofstraße1,49.430746,8.811931
Bahnhofstr.6,Bahnhofstr.6,48.095772,8.712393
Bahnhofstr.5,Bahnhofstr.5,47.68667,9.83158
Bahnhofstr.50,Bahnhofstr.50,48.995,8.3998
Bahnhofstr.16,Bahnhofstr.16,48.728853,9.642294
Bahnhofstr.20,Bahnhofstr.20,49.043808,11.349945
Bahnhofstr.25,Bahnhofstr.25,48.87453,9.35189
Bahnhofstr.2,Bahnhofstr.2,48.712753,9.413969
Bahnhofplatz1,Bahnhofplatz1,49.188556,9.2201
Bahnhofstr.112,Bahnhofstr.112,48.673894,9.376082
Bahnhofstr.11,Bahnhofstr.11,48.100104,9.790221
Bahnhofsallee40-42,Bahnhofsallee40-42,53.699656,10.741201
Bahnhofstr.126,Bahnhofstr.126,47.757994,9.296272
Bahnhofplatz1,Bahnhofplatz1,48.739303,9.299276
Bahnhofanlage1,Bahnhofanlage1,49.38472,8.57786
Bahnhof1,Bahnhof1,48.070844,9.947454
Badstubengasse6,Badstubengasse6,48.211526,8.760009
Badstubenweg1,Badstubenweg1,48.233968,9.644065
Badstraße14,Badstraße14,48.361188,8.956999
Backhausweg 1,Backhausweg 1,49.101642,9.213678
Badstr.4,Badstr.4,52.549619,13.388672
Badstraße11,Badstraße11,47.916388,9.762818
Badstr.1,Badstr.1,48.1797775,7.901749
Backhausgasse6,Backhausgasse6,49.17842,9.32099
Bachstraße17,Bachstraße17,48.0642929,9.8301367
Bachstr.21,Bachstr.21,48.449344,8.803045
Bregstraße37,Bregstraße37,47.933767,8.498903
Boschstr.6,Boschstr.6,48.416998,9.918955
Brackelerstr.47,Brackelerstr.47,51.523632,7.487621
BohlswarferWeg4,BohlswarferWeg4,53.539121,7.966783
Bohnengasse2,Bohnengasse2,48.4551492,9.3880901
Bonifatiusplatz,Bonifatiusplatz,48.686785,9.013469
BochumerStr.2,BochumerStr.2,51.452224,7.323964
Birkenhofstr.4,Birkenhofstr.4,48.719101,9.2082
Bismarckstraße9,Bismarckstraße9,49.476043,8.661932
Blasius-Schaxel-Str.1,Blasius-Schaxel-Str.1,48.21499,7.780378
Blumentorstr.20,Blumentorstr.20,49.00093,8.47442
BickelsbergerStr.9,BickelsbergerStr.9,48.286653,8.72223
BiberacherStr.12,BiberacherStr.12,47.9753074,9.9403362
BiberacherStr.27,BiberacherStr.27,48.174909,9.974139
BiberacherStr.7,BiberacherStr.7,47.955148,9.940088
Bezirkstraße112,Bezirkstraße112,49.476201,6.6059464
BeuthenerStr.3,BeuthenerStr.3,48.805901,9.2339
Bergstr.1A,Bergstr.1A,48.943771,8.534814
BetenbrunnerStraße8,BetenbrunnerStraße8,47.818701,9.312951
BernerFeld1,BernerFeld1,48.17995,8.631309
BerlinerStraße55,BerlinerStraße55,48.78942,9.01682
BeimTiergarten 18,BeimTiergarten 18,48.491137,9.397532
Berghof1,Berghof1,48.207894,8.864769
Benzstraße7,Benzstraße7,48.777416,8.932631
Bayernwerkstraße11,Bayernwerkstraße11,48.638113,12.487371
Baumgartenstraße2,Baumgartenstraße2,48.451886,12.338987
Barghamm17,Barghamm17,53.5843084,7.799084
BaiershofenerStr.4,BaiershofenerStr.4,48.883285,10.177844
Barkhausenstr.109,Barkhausenstr.109,53.5575,8.565
Bahnhofstraße99,Bahnhofstraße99,48.929454,9.194038
Bahnhofstraße79-81,Bahnhofstraße79-81,49.392395,8.78007
Bahnhofstraße59,Bahnhofstraße59,48.94303,9.4285658
Bahnhofstraße54,Bahnhofstraße54,49.076165,9.146384
Bahnhofstraße24,Bahnhofstraße24,49.289791,9.563036
Bahnhofstraße18,Bahnhofstraße18,48.125045,7.741477
Bahnhofstraße3,Bahnhofstraße3,48.9290235,9.1919301
Bahnhofstraße18,Bahnhofstraße18,47.7305278,9.345194444
Dahlerstr.34,Dahlerstr.34,51.279272,7.238478
Daimlerstr.15,Daimlerstr.15,47.993541,8.8268124
Dachsteinstraße5,Dachsteinstraße5,48.871832,8.80115
CuxhavenerLandstraße3C,CuxhavenerLandstraße3C,53.805502,8.884615
CriesbacherStr.23,CriesbacherStr.23,49.301461,9.64681
Coubronplatz1,Coubronplatz1,48.042221,10.081933
Cosimastr.10,Cosimastr.10,48.155556,11.630057
Comburgstr.30,Comburgstr.30,48.783001,9.22005
Carl-Zeiss-Str.1a,Carl-Zeiss-Str.1a,51.932551,10.409682
Centroallee262,Centroallee262,51.489022,6.883733
Clemensänger-Ring2,Clemensänger-Ring2,48.380589,11.752741
Charlottenplatz17,Charlottenplatz17,48.7765998840332,9.18194007873535
Claus-Graf-Stauffenberg-Str.15,Claus-Graf-Stauffenberg-Str.15,48.230169,9.888418
Bürgerstraße11,Bürgerstraße11,49.907988,9.897554
Carl-Maria-von-Weber-Str.7,Carl-Maria-von-Weber-Str.7,51.137042,14.184928
Carl-BenzStr.1,Carl-BenzStr.1,50.293838,8.694498
Bühlstraße26,Bühlstraße26,48.679149,9.7620052
BöblingerStr.510,BöblingerStr.510,48.73782,9.128137
Bussenstr.1,Bussenstr.1,47.721509,9.389306
Burgwiesen42,Burgwiesen42,48.679543,9.3553743
Burgstr.8,Burgstr.8,48.52491,8.563627
BurgkirchenerStr.14,BurgkirchenerStr.14,48.17735,12.82527
Burgplatz1,Burgplatz1,49.041859,9.090844
BurgkirchenerStr.11,BurgkirchenerStr.11,48.1749975,12.8251534
BuckowerDamm11,BuckowerDamm11,52.44338333,13.4352366
Brühlstr.2,Brühlstr.2,48.587056,9.181083
Brühlstr.21,Brühlstr.21,48.328599,9.881436
BuchauerStr.12,BuchauerStr.12,48.08846,9.652113
Brückstr.3,Brückstr.3,48.125232,8.625678
BrunnenstraßeFlurStück35,BrunnenstraßeFlurStück35,48.79472,9.60311
Bruder-JohannesStraße1,Bruder-JohannesStraße1,48.309956,9.613892
Brunnenbergstr.27,Brunnenbergstr.27,48.666271,9.635715
Brettenerstr.14,Brettenerstr.14,49.061652,8.801387
BruchsalerStraße3,BruchsalerStraße3,49.2331212,8.7706523
BrettenerStraße20,BrettenerStraße20,49.025647,8.758897
BrettenerStr.2,BrettenerStr.2,48.971102,8.728092
EibacherHauptstr. 109,EibacherHauptstr. 109,49.399145,11.038398
EglingerStraße8,EglingerStraße8,47.890484,11.504948
Eichendorfstr4,Eichendorfstr4,49.3695494,8.5824933
Ehbachstr.1,Ehbachstr.1,47.724326,9.235697
EichenauerStr.35,EichenauerStr.35,48.1582666,11.3348666
DülmenerStraße100,DülmenerStraße100,51.92891,7.171214
EckendorferStr.16,EckendorferStr.16,52.032901,8.553437
EckeRathaus-/Hauptstraße,EckeRathaus-/Hauptstraße,49.26729,8.615653
EchterdingerStraße102,EchterdingerStraße102,48.678909,9.1927411
DüsseldorferStr.123,DüsseldorferStr.123,51.184379,6.983397
DurlacherAllee111,DurlacherAllee111,49.003795,8.447353
Dreischkamp46,Dreischkamp46,51.9247214,7.1607536
DresdnerStr.9,DresdnerStr.9,48.883019,12.614794
DurlacherStr.10-12,DurlacherStr.10-12,48.9019832,8.5766101
DurlacherAllee93,DurlacherAllee93,49.005812,8.435755
Dr.-ZimmermannStr.1,Dr.-ZimmermannStr.1,47.666545,9.366595
Dreifelderstr3-5,Dreifelderstr3-5,48.7038331,9.2185226
Dr.-Raabe-Str.4-6,Dr.-Raabe-Str.4-6,50.552513,9.716958
Dr.-Friedrich-Schmitt-Straße22,Dr.-Friedrich-Schmitt-Straße22,49.062459,8.7975
Dorotheenstr.10,Dorotheenstr.10,48.775927,9.181477
Dorfstraße25,Dorfstraße25,47.435631,10.273577
Dornierstr.0,Dornierstr.0,47.714816,9.402672
DietmarHoppStraße2,DietmarHoppStraße2,49.265826,8.614426
DieWeidenbach4,DieWeidenbach4,50.2898286,8.976441
Dieselstraße11,Dieselstraße11,48.686078,9.789328
DoblerStr.,DoblerStr.,48.839436,8.547744
DetmolderStr.485,DetmolderStr.485,51.996258,8.594841
DaxlanderStr.72,DaxlanderStr.72,49.0089,8.34405
Degernpoint1,Degernpoint1,48.471954,11.966895
Deipenbrook1,Deipenbrook1,52.20642,7.207506
DetmolderStr.314,DetmolderStr.314,52.001739,8.569265
DeilingerStr.47,DeilingerStr.47,48.149587,8.788165
Desco-Straße2,Desco-Straße2,48.884467,8.509555
Dammstraße6,Dammstraße6,49.148107,9.217517
Dammstraße6,Dammstraße6,49.148107,9.88217517
EschbornerStraße1-3,EschbornerStraße1-3,50.168107,8.532852
Felix-Dahn-Str.45,Felix-Dahn-Str.45,48.749267,9.17496
Feldstrasse11,Feldstrasse11,51.531049,7.671075
Feldstr.29,Feldstr.29,52.26012,8.903375
FeldhauserStraße14,FeldhauserStraße14,48.242568,9.310285
Fangelsbachstr.7,Fangelsbachstr.7,48.767899,9.17286
Fabrikstraße18,Fabrikstraße18,48.364831,9.7117115
Feldbergstr.55,Feldbergstr.55,48.6844496,9.0306014
Feldbergstr.138,Feldbergstr.138,48.725255,9.008961
Europastraße3,Europastraße3,47.9993908,10.1531904
Europastrasse44,Europastrasse44,48.387569,10.03312
EtzenroterStr.2,EtzenroterStr.2,48.92112,8.474927
EttishoferStraße6,EttishoferStraße6,47.8127731,9.63555583
EsslingerStraße26,EsslingerStraße26,48.714672,9.300899
EsslingerStraße2,EsslingerStraße2,48.714681,9.3797411
EsslingerStr.7,EsslingerStr.7,48.743219,9.340183
EsslingerStr.136,EsslingerStr.136,48.804491,9.2689422
EssenerStrasse118-124,EssenerStrasse118-124,51.511587,6.9349
EssenerStr.345,EssenerStr.345,51.481558,6.893972
ErichKästnerStraße/LutherStr.,ErichKästnerStraße/LutherStr.,49.065933,8.475947
Ernst-Bühler-Weg1,Ernst-Bühler-Weg1,48.103511,7.90643
ErkelenzerStr9,ErkelenzerStr9,50.982921,6.274625
Erich-Spoth-Str.2,Erich-Spoth-Str.2,48.263135,7.731232
Emsstraße2,Emsstraße2,53.016136,7.853008
EpplestraßeNr.55,EpplestraßeNr.55,48.743641,9.168953
Entenstraße13,Entenstraße13,49.086884,9.276155
Engerstr.1-9,Engerstr.1-9,52.18969,8.575216
Englerstr.12,Englerstr.12,49.01062,8.41097
Elseyerstr.12-14,Elseyerstr.12-14,51.2145,7.333
Emmy-Noether-Straße11,Emmy-Noether-Straße11,49.0200875,8.4398208
Elly-Beinhorn-Straße2,Elly-Beinhorn-Straße2,48.7047248,9.249055
Elisabethenstr.15,Elisabethenstr.15,47.788202,9.623799
Eisenbahnstraße36,Eisenbahnstraße36,49.4188813,7.6127377
Elbstraße21,Elbstraße21,47.88111,11.46083
Eisenbahnstraße44106,Eisenbahnstraße44106,48.915767,8.669931
Eisenbahnstr.1,Eisenbahnstr.1,47.717154,9.388316
EicholzheimerStr.5,EicholzheimerStr.5,49.442809,9.33517
Friedhofstr.9,Friedhofstr.9,48.15492,9.474131
Friedrichstr.,Friedrichstr.,49.3912,8.59681
FrillendorferStr.130,FrillendorferStr.130,51.458926,7.038219
Friedrichshof5,Friedrichshof5,48.838828,8.867799
Friedrich-Jahn-Str.2,Friedrich-Jahn-Str.2,48.004245,9.652649
Friedrich-Hecker-Straße1,Friedrich-Hecker-Straße1,49.234916,8.77503
Friedrich-Ebert-Str.5,Friedrich-Ebert-Str.5,48.734786,9.322398
Friedrich-Ebert-Str.5,Friedrich-Ebert-Str.5,48.728256,9.304733
Friedhofweg2,Friedhofweg2,49.0479825,8.8493338
Friedhofstraße2,Friedhofstraße2,48.026878,8.601595
Friedenstraße6,Friedenstraße6,47.787846,9.617234
Friedensstraße20,Friedensstraße20,51.289979,14.106831
FreudenstädterStr.5,FreudenstädterStr.5,48.673577,9.0085623
FreiburgerWeg2,FreiburgerWeg2,48.138361,7.703374
Frauenweg7-5,Frauenweg7-5,49.145377,9.22462
Franz-Ludwig-Mersy-Str.6,Franz-Ludwig-Mersy-Str.6,48.466523,7.955939
FrankfurterChaussee37,FrankfurterChaussee37,52.500327,13.735027
FranzSigelStraße59a,FranzSigelStraße59a,49.110596,8.568308
FrankfurterAllee113-117,FrankfurterAllee113-117,52.514874,13.477803
Franz-Xaver-Heilig-Str.4,Franz-Xaver-Heilig-Str.4,47.924127,9.251617
FlughafenStuttgartTerminal1,FlughafenStuttgartTerminal1,48.690963,9.564
FlughafenStuttgartTerminal1,FlughafenStuttgartTerminal1,48.689869,9.191937
Franckstraße17,Franckstraße17,48.931381,8.955611
Florian-Geyer-Str.1,Florian-Geyer-Str.1,48.6680577,9.0032048
Finkenweg9,Finkenweg9,48.356944,9.3295
Flandernstr.101,Flandernstr.101,48.744694,9.321223
FichtheimerStr.1,FichtheimerStr.1,48.652537,12.705295
Fischerstr.51,Fischerstr.51,48.268053,7.72542
Fettweisstr.44,Fettweisstr.44,49.013774,8.311219
Ferdinand-Braun-Straße26,Ferdinand-Braun-Straße26,49.120114,9.221301
Feringastr.5,Feringastr.5,48.179208,11.633316
Fettweisstraße42,Fettweisstraße42,49.044359,8.3108143
Felix-Wankel-Str.44,Felix-Wankel-Str.44,48.677814,9.1941
GottesauerPlatz2,GottesauerPlatz2,49.0074,8.423
Gossetsweiler17,Gossetsweiler17,47.796587,9.505607
GottliebDaimlerStraße2,GottliebDaimlerStraße2,51.657126,7.013951
Goethestr.145,Goethestr.145,48.772318,11.451888
Glärnischstraße1-3,Glärnischstraße1-3,47.6574185,9.4527901
GoldenerStieg40,GoldenerStieg40,48.666271,13.48452
Goldmühlestr.30,Goldmühlestr.30,48.702532,9.013724
GoldenerSteig40,GoldenerSteig40,48.395851,13.290429
GewerbestrNord19,GewerbestrNord19,48.127569,10.834308
GladbeckerStr.399,GladbeckerStr.399,51.4869,6.9965
Gewerbestraße8,Gewerbestraße8,47.872256,8.993509
Gewerbepark2,Gewerbepark2,49.973333,10.8750583
Geschwister-Scholl-Str.6,Geschwister-Scholl-Str.6,48.708043,9.4335
Gewerbepark2,Gewerbepark2,47.972133,8.908268
GewerbegebietStrassäcker 5,GewerbegebietStrassäcker 5,48.632343,11.774555
Gewerbepark1,Gewerbepark1,48.230089,8.394727
Gertrude-Blanch-Str.2,Gertrude-Blanch-Str.2,48.140804,11.371716
Gerberstraße2,Gerberstraße2,48.164321,12.167592
Georg-Vogel-Straße10,Georg-Vogel-Straße10,49.146833,9.201062
Georg-Kohl-Straße47,Georg-Kohl-Straße47,49.0825623,9.0671554
Gartenstraße25,Gartenstraße25,49.13512,10.07575
Gartenstraße9,Gartenstraße9,48.977607,9.580918
Gartenstraße21,Gartenstraße21,49.135856,10.075394
Gartenstr.9,Gartenstr.9,48.659957,8.943261
Gartenstraße1,Gartenstraße1,49.142271,9.224182
GablenbergerHauptstr.103,GablenbergerHauptstr.103,48.776199,9.20442
Gansenbergweg60,Gansenbergweg60,51.636509,6.747577
Färbergäßle15,Färbergäßle15,48.230389,9.885396
FürtherStr.60,FürtherStr.60,49.50469,10.89338
Fürstenbergstraße7,Fürstenbergstraße7,52.6827037,7.2957212
Föhrstraße4,Föhrstraße4,48.501781,9.206215
Furtstraße2,Furtstraße2,48.693857,9.318331
Fünfleiten23,Fünfleiten23,48.510382,12.713883
Fürsaalstr.4,Fürsaalstr.4,48.803586,9.066858
Füllenbruchstr.50,Füllenbruchstr.50,52.131444,8.658378
Fritzstraße16,Fritzstraße16,49.142057,9.056348
Handwerkstr.15,Handwerkstr.15,48.720407,9.130068
Hauptstr.57,Hauptstr.57,49.3409,9.80036
Hauptstr.6,Hauptstr.6,49.089517,9.275304
Hauptstr.389,Hauptstr.389,49.46408,8.602485
Hauptstr.4,Hauptstr.4,48.678733,8.898815
Hauptstr.43,Hauptstr.43,48.870744,8.63678
Hauptstr.46,Hauptstr.46,48.41414,8.45013
Hauptstr.25,Hauptstr.25,48.225835,8.38511
Hauptstr.26,Hauptstr.26,49.108442,9.1282
Hauptstr.25,Hauptstr.25,48.121867,7.738892
Hauptstr.28,Hauptstr.28,48.174367,9.793933
Hauptstr.23,Hauptstr.23,48.190635,8.3512727
Hauptstr.14,Hauptstr.14,47.912879,9.017638
Hauptstr.199,Hauptstr.199,48.280933,7.7769056
Hauptstr.10,Hauptstr.10,49.253086,9.845822
Hauptstr.121,Hauptstr.121,48.074788,8.737627
Hauptstr.11(ParkplatzamKehlhof),Hauptstr.11(ParkplatzamKehlhof),48.432716,8.814539
Hauptsraße52,Hauptsraße52,48.759046,9.452582
Hauptsraße24,Hauptsraße24,48.66736,9.57361
Hasenbergsteige3,Hasenbergsteige3,48.768902,9.16245
Hans-Thoma-Str.5,Hans-Thoma-Str.5,49.011866,8.399363
Hans-Thoma-Platz4,Hans-Thoma-Platz4,48.7080768,9.034004
HamburgerStraße57,HamburgerStraße57,53.669078,10.231072
Hahnweidstr.44,Hahnweidstr.44,48.639993,9.444656
Hafentörn2,Hafentörn2,54.137559,8.874535
Hahnenweilerstr.2,Hahnenweilerstr.2,48.482237,9.911473
Göppingerstr.21,Göppingerstr.21,48.6488,9.575496
Guttmannstraße8,Guttmannstraße8,48.901958,8.500045
GustavHeinemannStr.9,GustavHeinemannStr.9,51.22646,6.80023
Guestenerstr.10,Guestenerstr.10,51.76425,11.473594
Grothusstrasse23,Grothusstrasse23,51.521511,7.073921
Gründelbachstraße10,Gründelbachstraße10,48.931741,9.179059
Gritznerstr.6,Gritznerstr.6,48.9993,8.46532
GrodenerChaussee 56,GrodenerChaussee 56,53.852412,8.712688
GrambekerWeg 11,GrambekerWeg 11,53.622641,10.682439
Grevenmarschstr.17,Grevenmarschstr.17,52.025654,8.888833
Grabenstr.4,Grabenstr.4,48.93923,9.25793
Gottlieb-Daimler-Str.1,Gottlieb-Daimler-Str.1,49.3449076,8.6789161
HeilbronnerStraße54,HeilbronnerStraße54,49.17478,9.04705
Heinrich-Rieker-Str.2-10,Heinrich-Rieker-Str.2-10,47.982609,8.805236
HeidelbergStr.22,HeidelbergStr.22,48.31341,8.9163
HeilbronnerStraße45,HeilbronnerStraße45,49.143424,9.124222
HeinrichHeineStr.,HeinrichHeineStr.,49.112831,8.50452
HeilbronnerStraße40,HeilbronnerStraße40,48.942722,8.8134376
Hebelstr.1,Hebelstr.1,49.216091,8.636213
Haußmannstr.28,Haußmannstr.28,48.7803,9.191509
HechingerStraße56,HechingerStraße56,48.378224,8.901868
Hauptstraße91c,Hauptstraße91c,48.5785342,9.8748399
Hauptstraße99,Hauptstraße99,48.073512,8.738537
HauptstätterStr.67,HauptstätterStr.67,48.77,9.17553
Hauptstraße92,Hauptstraße92,48.686691,8.187434
Hauptstraße9,Hauptstraße9,48.6422355,8.8997794
Hauptstraße86,Hauptstraße86,49.248207,8.726858
Hauptstraße8,Hauptstraße8,48.16291,8.860409
Hauptstraße78,Hauptstraße78,48.900547,8.1994
Hauptstraße5/1,Hauptstraße5/1,47.676297,9.318793
Hauptstraße5,Hauptstraße5,48.2122675,8.5053478
Hauptstraße3,Hauptstraße3,49.24516,9.1638
Hauptstraße2,Hauptstraße2,48.002722,9.823643
Hauptstraße20-28,Hauptstraße20-28,47.757094,9.712227
Hauptstraße17,Hauptstraße17,48.91495,8.50666
Hauptstraße10,Hauptstraße10,48.177931,9.611834
Hauptstraße 26,Hauptstraße 26,48.2229378,7.7773064
Hauptstraße19,Hauptstraße19,48.79797,9.68975
Hauptstraße 1a,Hauptstraße 1a,52.354781,10.104466
Hauptstr.9,Hauptstr.9,48.18038,8.962395
Hauptstr.83,Hauptstr.83,48.072402,8.740625
Hauptstr.61,Hauptstr.61,48.945364,8.623769
Hauptstr.7,Hauptstr.7,47.940248,9.448402
Hauptstr.73,Hauptstr.73,50.4634302,8.1313736
Hauptstr.60,Hauptstr.60,48.22028,7.77813
ImNeckargarten16,ImNeckargarten16,49.154844,9.201167
ImSchlossbezirk2,ImSchlossbezirk2,47.778123,9.280898
ImSteinhäusle11,ImSteinhäusle11,48.916208,9.568651
ImHemmet12,ImHemmet12,47.608677,7.9131348
ImGödelmann13,ImGödelmann13,48.867536,8.8510026
ImDorf6,ImDorf6,48.348672,9.375334
ImHusarenlager12+15,ImHusarenlager12+15,49.033955,8.357294
ImErmlisgrund3,ImErmlisgrund3,48.933011,8.478855
HockenheimerStr.14,HockenheimerStr.14,49.295266,8.573869
Hofmannstr.10,Hofmannstr.10,48.101814,11.529244
Hofwiesenstr.38,Hofwiesenstr.38,48.803839,9.063077
Häringsgässle2,Häringsgässle2,48.49015,9.861754
HohenloherStr.23,HohenloherStr.23,48.829107,9.17622
HoheGasse3,HoheGasse3,48.62371,8.74688
Hohewartstr.95,Hohewartstr.95,48.8055,9.14674
Hohenstaufenstr.18,Hohenstaufenstr.18,48.765701,9.16814
Hitschbergstr.29,Hitschbergstr.29,48.27401,8.857057
Hochbücktorstr.8,Hochbücktorstr.8,48.1673936,8.627284
Hinnengasse 19,Hinnengasse 19,48.713392,9.068547
Hindenburgstr.24,Hindenburgstr.24,49.204103,9.502909
HinterweilerStr.37,HinterweilerStr.37,48.716762,8.994477
Hirschstr.8,Hirschstr.8,48.464622,9.941352
Hertzstr.14,Hertzstr.14,49.02115,8.3656
Hewlett-Packard-Str.8,Hewlett-Packard-Str.8,48.932479,8.475944
Hindenburgplatz17,Hindenburgplatz17,48.4515,9.0548
Herrenrain1,Herrenrain1,50.763184,8.15571
Heuweg12,Heuweg12,48.480387,9.980588
Hertzstraße9,Hertzstraße9,48.926931,8.966447
Herzog-Albrecht-Allee99,Herzog-Albrecht-Allee99,47.9346849,9.5389213
Hermann-Veit-Str.6,Hermann-Veit-Str.6,48.99707,8.3783
HernerStraße76,HernerStraße76,51.538085,7.178056
Hermann-Löns-Straße,Hermann-Löns-Straße,49.225024,8.654368
HerbolzheimerStr.36,HerbolzheimerStr.36,48.228507,7.736573
Hemmstr351,Hemmstr351,53.100496,8.814456
KarlsbaderStr.36,KarlsbaderStr.36,48.7994999,9.0700638
KarlsruherStraße69,KarlsruherStraße69,48.90203,8.65898
KarlsruherStraße24,KarlsruherStraße24,49.137907,9.203465
Karl-Schurz-Str.7,Karl-Schurz-Str.7,48.796809,9.208284
KalteGasse2,KalteGasse2,49.143898,9.120727
JülicherLandstr.115,JülicherLandstr.115,51.183547,6.678641
Jädekamp19,Jädekamp19,52.414599,9.643312
Karl-Kloß-Str.34,Karl-Kloß-Str.34,48.758301,9.15921
Joseph-Fraunhofer-Straße21,Joseph-Fraunhofer-Straße21,48.537125,11.51367
Josef-Mayer-Straße94,Josef-Mayer-Straße94,48.2918775,9.0967129
Josef-Schwankl-Str.1,Josef-Schwankl-Str.1,48.305745,11.891107
Junkerstraße21-11,Junkerstraße21-11,48.6883165,9.4210857
Johannesstraße13,Johannesstraße13,53.56099,13.27459
Johann-Gottlob-Nathusius-Str. 1,Johann-Gottlob-Nathusius-Str. 1,52.280536,11.432801
Johannesstr.4,Johannesstr.4,48.209604,9.031144
Johann-Gottlob-Nathusius-Str.15,Johann-Gottlob-Nathusius-Str.15,52.282016,11.431819
Industriestraße11,Industriestraße11,49.819859,11.000909
Jahnstr.5,Jahnstr.5,49.132432,9.013261
Jakob-Koenen-Straße2,Jakob-Koenen-Straße2,51.572152,7.61455
Insel2,Insel2,48.005022,8.780407
Jahnstr.8,Jahnstr.8,49.24989,9.928617
Industriestraße10,Industriestraße10,50.33328,10.22251
InderBreite29,InderBreite29,47.797917,9.090401
IndustriegebietSüdA50,IndustriegebietSüdA50,50.04758,9.047158
InderGrobach1,InderGrobach1,50.329966,8.934433
IndenZiegelwiesen6,IndenZiegelwiesen6,49.2905278,8.664805555
IndenKistenwiesen2/1,IndenKistenwiesen2/1,49.14262,10.07366
IndenBühlgärten2,IndenBühlgärten2,48.657846,9.673746
IndenPetersgärten,IndenPetersgärten,49.367868,8.75099
ImWannental4,ImWannental4,49.139606,9.240276
ImStädtle45,ImStädtle45,48.178277,9.212786
IndenAnlagen1,IndenAnlagen1,48.71579,9.294648
ImWinkel2,ImWinkel2,48.108807,9.27368
ImThäle1,ImThäle1,48.914424,8.531671
ImunterenStollen5,ImunterenStollen5,47.925027,7.701838
ImStockach3,ImStockach3,48.6246498,9.527223
Kirchstraße21,Kirchstraße21,48.9019832,8.514993
Kirchstr.9,Kirchstr.9,48.386732,9.283954
Kirchstr.4,Kirchstr.4,49.14206,9.05792
Kirchstr.5,Kirchstr.5,48.246081,7.778316
Kirchstr.5,Kirchstr.5,48.073269,8.927233
Kirchstraße1,Kirchstraße1,48.204579,9.689108
Kirchstr.31,Kirchstr.31,47.757115,9.913525
Kirchstr.4,Kirchstr.4,48.7118,9.4611
Kirchstr. 14,Kirchstr. 14,47.690814,9.300412
Kirchstr.,Kirchstr.,47.833279,9.137174
Kirchstaße1,Kirchstaße1,48.432898,9.068757
Kirchplatz4,Kirchplatz4,47.89436,9.61259
KirchhuchtingerLandstr.6,KirchhuchtingerLandstr.6,53.053193,8.74211
KirchheimerStraße68-70,KirchheimerStraße68-70,48.6900741,9.4190091
Kirchgasse1,Kirchgasse1,48.852261,8.827149
Kirchgasse2,Kirchgasse2,48.621245,10.2448362
Kirchplatz16,Kirchplatz16,48.874473,9.634751
KirchenlamitzerStraße22,KirchenlamitzerStraße22,50.217945,11.937066
Kirchbühlstraße1,Kirchbühlstraße1,47.910248,9.900165
Kernerplatz9,Kernerplatz9,48.783901,9.19004
Keplerstr.7,Keplerstr.7,48.7818607,9.1756476
Keplerstr.17,Keplerstr.17,48.782814,9.175328
Keplerstr.7,Keplerstr.7,48.781203,9.176036
Keltenstraße20,Keltenstraße20,50.529599,9.690484
Kennedydamm24,Kennedydamm24,51.24711,6.771186
Kelterstr.1,Kelterstr.1,48.933506,8.634289
KasselerStr.2,KasselerStr.2,51.040749,9.398271
Kellerbühlstraße15,Kellerbühlstraße15,47.6404027,9.7616496
Kehlhof1,Kehlhof1,48.1134,8.6053
Kartonstr.7,Kartonstr.7,47.832113,9.66614
Karlstr.45,Karlstr.45,48.500374,10.117366
