name,owner,lat,lng
RadissonBluparkkihalli,RadissonBluparkkihalli,60.446834,22.261104
Puutarhakatu4,Puutarhakatu4,60.452702,22.261689
Zebrabil,Zebrabil,60.117494,19.936211
Hakunilaurheilupuisto(sportspark),Hakunilaurheilupuisto(sportspark),60.279166,25.124523
EspoonSairaala(hospital)P1,EspoonSairaala(hospital)P1,60.221864,24.685615
Siilitienmetropysäkki,Siilitienmetropysäkki,60.206341,25.044883
Kulosaarimetropysäkki,Kulosaarimetropysäkki,60.188867,25.006270
Puotilanmetroasema,Puotilanmetroasema,60.215354,25.091306
Oulunkylätori,Oulunkylätori,60.229522,24.966106
Pukinmäkiliityntäpysäkki,Pukinmäkiliityntäpysäkki,60.243513,24.994540
ABBPitäjänmäki,ABBPitäjänmäki,60.220358,24.871719
TammistoGigantti,TammistoGigantti,60.276868,24.974609
Flamingo,Flamingo,60.291158,24.968998
Tikkurikauppakeskus,Tikkurikauppakeskus,60.292312,25.041396
HeurekaTikkurila,HeurekaTikkurila,60.287617,25.044432
Puistolaliityntäpysäkki,Puistolaliityntäpysäkki,60.273883,25.036611
Tapanilaliityntäpysäkki,Tapanilaliityntäpysäkki,60.263189,25.030860
Myyrmanni,Myyrmanni,60.260709,24.854328
Malminkartanoliityntäpysäkki,Malminkartanoliityntäpysäkki,60.247960,24.863490
Vantaankoskenasema,Vantaankoskenasema,60.285138,24.847075
Martinlaaksonliityntäpysäköinti,Martinlaaksonliityntäpysäköinti,60.278139,24.853555
MyyrmäkiEnergia-areena,MyyrmäkiEnergia-areena,60.259761,24.839887
HesburgerKonala,HesburgerKonala,60.240159,24.850466
Ympäristötalo,Ympäristötalo,60.225457,25.015754
P-CityForumF-alue,P-CityForumF-alue,60.168541,24.931756
Eteläranta10,Eteläranta10,60.165319,24.953341
Hietalahdentori,Hietalahdentori,60.162645,24.929084
Töölökisahalli,Töölökisahalli,60.183526,24.926713
Ruoholahtikaapelitehdas,Ruoholahtikaapelitehdas,60.161996,24.906880
ABCPitkälahtiKuopio,ABCPitkälahtiKuopio,62.837104,27.607878
KauppakeskusPaletti,KauppakeskusPaletti,63.042740,24.558427
Jari-PekkaHankasalmi,Jari-PekkaHankasalmi,62.358298,26.572972
ABCSärkisalmi,ABCSärkisalmi,61.604434,29.482319
Jari-PekkaHartola,Jari-PekkaHartola,61.578713,26.008858
MaaninganOsuuspankki,MaaninganOsuuspankki,63.154957,27.299088
Suur-SavonSähköJuvankunta,Suur-SavonSähköJuvankunta,61.898176,27.855400
Suur-SavonSähköABCJuva,Suur-SavonSähköABCJuva,61.897755,27.805667
ABCKristiinankaupunki,ABCKristiinankaupunki,62.262453,21.485192
LähiABCAlavus,LähiABCAlavus,62.593612,23.609314
Suur-SavonSähköABCPitkäjärviF190,Suur-SavonSähköABCPitkäjärviF190,61.676310,27.242740
TapiolaGolf,TapiolaGolf,60.199931,24.786872
LaihianOsuuspankki,LaihianOsuuspankki,62.975963,22.011078
NestedLapintulli,NestedLapintulli,65.697306,24.677272
NesteTupasvilla,NesteTupasvilla,65.800270,24.504989
KeminSeudunOsuuspankki,KeminSeudunOsuuspankki,65.736950,24.566652
Virta,Virta,66.489882,25.686066
SastamalanOsuuspankki,SastamalanOsuuspankki,61.342061,22.908318
Kärkkäinenrecharger,Kärkkäinenrecharger,65.289655,25.375266
Lähi-ABCKajaani,Lähi-ABCKajaani,64.219006,27.677130
LidlHeinola,LidlHeinola,61.204860,26.038274
HesburgerHyvinkääKalevankatu,HesburgerHyvinkääKalevankatu,60.605241,24.867229
Nelosparkki-Virta,Nelosparkki-Virta,65.585356,25.194542
TornionOsuuspankki,TornionOsuuspankki,65.846095,24.149743
JuustoporttiKärsämäki,JuustoporttiKärsämäki,63.974025,25.759665
ABCTikkula,ABCTikkula,61.488236,21.751828
MotonetKokkola,MotonetKokkola,63.825875,23.163033
OstoskyläRaitti,OstoskyläRaitti,64.230816,23.816626
SallanOsuuspankkiF253,SallanOsuuspankkiF253,66.833495,28.669348
KuusamonOsuuspankki,KuusamonOsuuspankki,65.965226,29.186334
PudasjärvenOsuuspankki,PudasjärvenOsuuspankki,65.359392,26.996456
MatinjaLiisanasema,MatinjaLiisanasema,63.348292,27.413859
K-SupermarketMankkaa,K-SupermarketMankkaa,60.204612,24.767196
VäreJoensuunToriparkki,VäreJoensuunToriparkki,62.602769,29.760793
SokosHotelKimmel,SokosHotelKimmel,62.601945,29.774349
PrismaJoensuu,PrismaJoensuu,62.616563,29.778786
LoimaanOsuuspankki,LoimaanOsuuspankki,60.850506,23.055320
YläneenOsuuspankki,YläneenOsuuspankki,60.879070,22.411336
OPAuramaaMArttila,OPAuramaaMArttila,60.584950,22.901090
EuranOsuuspankki,EuranOsuuspankki,61.130065,22.139441
OPAuramaaAura,OPAuramaaAura,60.646060,22.591738
OPLänsi-SuomiKauppakatu,OPLänsi-SuomiKauppakatu,61.127922,21.505410
TurunSeudunOsuuspankkiF298,TurunSeudunOsuuspankkiF298,60.454830,22.268122
TVOOlkiluodonvierailukeskus,TVOOlkiluodonvierailukeskus,61.234371,21.459955
RymättylänOsuuspankki,RymättylänOsuuspankki,60.376026,21.945534
Paraistentori,Paraistentori,60.299360,22.301798
NauvonOsuuspankki-NaguAndelsbank,NauvonOsuuspankki-NaguAndelsbank,60.192421,21.909362
OriginalSokosHotelVaakuna,OriginalSokosHotelVaakuna,61.486862,21.794406
Korppoontori,Korppoontori,60.162770,21.560137
Lyckebotorg,Lyckebotorg,60.222400,21.368807
OPLänsi-SuomiBEPOP,OPLänsi-SuomiBEPOP,61.482670,21.797770
OPLounaismaaSalo,OPLounaismaaSalo,60.388016,23.126127
OPSatakuntaHuittinen,OPSatakuntaHuittinen,61.176237,22.699058
Leino-sentteri,Leino-sentteri,60.384896,23.102307
OPSatakuntaHarjavalta,OPSatakuntaHarjavalta,61.314059,22.144689
OPLounaismaaForssa,OPLounaismaaForssa,60.814575,23.630300
JokioistenOsuuspankki,JokioistenOsuuspankki,60.804043,23.484434
LuontokeskusHaltia,LuontokeskusHaltia,60.293660,24.558530
PickalaGolf,PickalaGolf,60.073884,24.281981
ABCMasuuni,ABCMasuuni,60.518675,24.244981
OPLänsi-UusimaaNummela,OPLänsi-UusimaaNummela,60.335377,24.321175
OPLänsi-UusimaaLohja,OPLänsi-UusimaaLohja,60.250755,24.067907
Suur-HelsinginGolfLakisto,Suur-HelsinginGolfLakisto,60.357677,24.651617
EspoonkaupunkiOittaa,EspoonkaupunkiOittaa,60.238963,24.656670
Suur-HelsinginGolfLuukki,Suur-HelsinginGolfLuukki,60.320498,24.671210
Espoonliityntäpysäköinti,Espoonliityntäpysäköinti,60.206053,24.659928
OPRaaseporiKarjaa,OPRaaseporiKarjaa,60.070023,23.659966
OPRaaseporiHanko,OPRaaseporiHanko,59.825860,22.966320
OPRaaseporiTammisaari,OPRaaseporiTammisaari,59.976414,23.438800
Espoonkaupungintalo,Espoonkaupungintalo,60.204453,24.658165
DerbyBusinessPark,DerbyBusinessPark,60.209183,24.834072
MessukeskusHelsinki,MessukeskusHelsinki,60.205200,24.937452
OPHelsinkiVallila,OPHelsinkiVallila,60.190605,24.958465
HTCKeilaniemi,HTCKeilaniemi,60.178133,24.835211
EspoonkaupunkiLeppävaaranurheilupuisto,EspoonkaupunkiLeppävaaranurheilupuisto,60.223623,24.802132
McDonald'sPukinmäki,McDonald'sPukinmäki,60.242916,24.978851
OstoskeskusLanterna,OstoskeskusLanterna,60.210059,25.060968
MäntsälänOsuuspankki,MäntsälänOsuuspankki,60.635926,25.319387
Kone,Kone,60.620595,24.828992
Kone,Kone,60.621087,24.821463
Keski-UudenmaanOsuuspankki,Keski-UudenmaanOsuuspankki,60.472404,25.087883
Tuusulanuimahalli,Tuusulanuimahalli,60.401028,25.031183
OPPäijät-HämeTrio,OPPäijät-HämeTrio,60.983395,25.663216
JuustoporttiMäntsälä,JuustoporttiMäntsälä,60.675198,25.352695
OPEtelä-HämeHämeenlinna,OPEtelä-HämeHämeenlinna,60.995342,24.462378
AkaanSeudunOsuuspankki,AkaanSeudunOsuuspankki,61.168042,23.865809
KauppakeskusGoodman,KauppakeskusGoodman,60.993369,24.456901
KangasalanSeudunOsuuspankki,KangasalanSeudunOsuuspankki,61.462564,24.076066
NestePälkäneAapiskukko,NestePälkäneAapiskukko,61.347460,24.256851
KauppakeskusLielahtikeskus,KauppakeskusLielahtikeskus,61.519922,23.669310
ABCKolmenkulma,ABCKolmenkulma,61.502330,23.568045
UrjalanOsuuspankki,UrjalanOsuuspankki,61.081530,23.550299
McDonald'sTammisto,McDonald'sTammisto,60.270401,24.974326
McDonald'sKivikko,McDonald'sKivikko,60.231033,25.054848
KorpelanVoimaHimanka,KorpelanVoimaHimanka,64.063751,23.656005
KorpelanVoima,KorpelanVoima,63.906242,23.912468
KorpelanVoimaKannus,KorpelanVoimaKannus,63.902279,23.916831
ToholamminOsuuspankki,ToholamminOsuuspankki,63.773536,24.249663
KorpelanVoimaToholampi,KorpelanVoimaToholampi,63.771143,24.246304
KorpelanVoimaLestijärvi,KorpelanVoimaLestijärvi,63.525000,24.664700
OPKeski-PohjanmaaYlivieska,OPKeski-PohjanmaaYlivieska,64.073980,24.537128
KalajoenOsuuspankki,KalajoenOsuuspankki,64.252477,23.955409
KauppakeskusMerta,KauppakeskusMerta,64.259100,23.947727
Tapiontupa,Tapiontupa,64.240960,23.843546
RaahenSeudunOsuuspankki,RaahenSeudunOsuuspankki,64.684314,24.479942
LiminganOsuuspankki,LiminganOsuuspankki,64.809338,25.416526
HailuodonOsuuspankki,HailuodonOsuuspankki,65.013030,24.729576
HotelliKittilä,HotelliKittilä,67.658695,24.904949
EspoonkaupunkiEspoonlahdenjäähalli,EspoonkaupunkiEspoonlahdenjäähalli,60.147516,24.662872
KerimäenOsuuspankki,KerimäenOsuuspankki,61.912735,29.281752
KiteenOsuuspankki,KiteenOsuuspankki,62.097015,30.144790
OPEtelä-KarjalaImatra,OPEtelä-KarjalaImatra,61.170431,28.768479
Imatrankaupunki,Imatrankaupunki,61.192490,28.778077
PrismaImatra,PrismaImatra,61.189846,28.765430
OriginalSokosHotelLappee,OriginalSokosHotelLappee,61.056157,28.190620
PrismaLappeenranta,PrismaLappeenranta,61.050272,28.178451
LuumäenOsuuspankki,LuumäenOsuuspankki,60.922745,27.568400
KouvolanOsuuspankki,KouvolanOsuuspankki,60.868120,26.702219
ArtjärvenOsuuspankki,ArtjärvenOsuuspankki,60.746370,26.054176
OrimattilanOsuuspankki,OrimattilanOsuuspankki,60.804440,25.733631
OPKymeenlaaksoHamina,OPKymeenlaaksoHamina,60.568091,27.192684
OPKymeenlaaksoKotka,OPKymeenlaaksoKotka,60.466940,26.942330
Loviisantori,Loviisantori,60.457086,26.225422
Loviisanlaivasilta,Loviisanlaivasilta,60.451862,26.233915
OPSuur-SavoSavonlinna,OPSuur-SavoSavonlinna,61.870320,28.879920
KuortaneenOsuuspankki,KuortaneenOsuuspankki,62.803960,23.508003
SeinäjoenKeskussairaala,SeinäjoenKeskussairaala,62.770434,22.825496
AlavuudenSeudunOsuuspankki,AlavuudenSeudunOsuuspankki,62.602576,23.727550
AlajärvenOsuuspankki,AlajärvenOsuuspankki,63.000725,23.814568
PerhonOsuuspankki,PerhonOsuuspankki,63.213010,24.424084
VimpelinOsuuspankki,VimpelinOsuuspankki,63.159958,23.823586
ST1EvijärviMäntyhovi,ST1EvijärviMäntyhovi,63.359527,23.466504
PietarsaarenOsuuspankki,PietarsaarenOsuuspankki,63.674034,22.702826
KorpelanVoimaKappelintie,KorpelanVoimaKappelintie,63.549583,23.691952
ABCOritupa,ABCOritupa,61.671150,24.286823
JämsänSeudunOsuuspankki,JämsänSeudunOsuuspankki,61.864750,25.192617
TeboilPatalahti,TeboilPatalahti,61.870632,25.236723
RuovedenOsuuspankki,RuovedenOsuuspankki,61.986289,24.071015
OPSatapirkkaParkano,OPSatapirkkaParkano,62.010384,23.022364
JuustoporttiJalasjärvi,JuustoporttiJalasjärvi,62.416970,22.792060
JoensuunTiedepuisto,JoensuunTiedepuisto,62.598560,29.744669
OPLiperiYlämylly,OPLiperiYlämylly,62.613575,29.543114
LeppävirranOsuuspankki,LeppävirranOsuuspankki,62.490821,27.792132
OPPohjois-SavoSuonenjoki,OPPohjois-SavoSuonenjoki,62.626041,27.119379
OPSuur-SavoPieksämäki,OPSuur-SavoPieksämäki,62.301068,27.160204
TuusniemenOsuuspankki,TuusniemenOsuuspankki,62.810499,28.491523
RiistavedenOsuuspankki,RiistavedenOsuuspankki,62.914220,28.161085
OPPohjois-SavoKuopio,OPPohjois-SavoKuopio,62.893173,27.680010
NesteSorsasalo,NesteSorsasalo,62.959785,27.689903
OPPohjois-SavoNilsiä,OPPohjois-SavoNilsiä,63.203156,28.084963
OPYlä-SavoLapinlahti,OPYlä-SavoLapinlahti,63.366497,27.393227
VillaAhopelto,VillaAhopelto,62.063553,27.722958
OPPohjois-SavoIisalmi,OPPohjois-SavoIisalmi,63.558138,27.189494
SonkajärvenOsuuspankki,SonkajärvenOsuuspankki,63.668255,27.523394
OPYlä-SavoKiuruvesi,OPYlä-SavoKiuruvesi,63.652946,26.618143
OPYlä-SavoVieremä,OPYlä-SavoVieremä,63.742573,27.001923
OPKainuuKajaani,OPKainuuKajaani,64.223625,27.731586
OPSuur-SavoMikkeli,OPSuur-SavoMikkeli,61.687470,27.274868
OPJärvi-HämeVääksy,OPJärvi-HämeVääksy,61.171990,25.550875
OPJärvi-HämeKuhmoinen,OPJärvi-HämeKuhmoinen,61.563360,25.182526
OPJärvi-HämeSysmä,OPJärvi-HämeSysmä,61.501730,25.686275
OPJärvi-HämeHartola,OPJärvi-HämeHartola,61.578840,26.021687
OPJärvi-HämePadasjoki,OPJärvi-HämePadasjoki,61.350690,25.276884
LidlÅbo,LidlÅbo,60.431100,22.247490
K-CitymarketKuopioKolmisoppi,K-CitymarketKuopioKolmisoppi,62.863490,27.614243
K-latauspisteCitymarketPäiväranta,K-latauspisteCitymarketPäiväranta,62.933731,27.672940
KauppakeskusPlaza,KauppakeskusPlaza,60.386414,23.123116
K-SupermarketPaimio,K-SupermarketPaimio,60.455335,22.679156
K-LatausNesteKPaimio,K-LatausNesteKPaimio,60.425823,22.724150
K-LatausK-CitymarketSalo,K-LatausK-CitymarketSalo,60.391034,23.126810
K-SupermarketHämeenkylä,K-SupermarketHämeenkylä,60.271419,24.804529
K-Lataus,K-Lataus,63.829051,23.154263
Karisto,Karisto,60.983199,25.736409
IonityCharger,IonityCharger,61.008492,24.419621
LaplandHotelOlos,LaplandHotelOlos,67.931511,23.812835
LidlTornionmäkiLehtomäenkatu1,LidlTornionmäkiLehtomäenkatu1,60.876154,26.732022
Paimio,Paimio,60.42587,22.724
McDonaldsMikkeliGraani225kW,McDonaldsMikkeliGraani225kW,61.685966,27.298969
HotellGullvivan,HotellGullvivan,60.431606,21.050275
McDonald'sKaukajärvi,McDonald'sKaukajärvi,61.477495,23.873622
HuittinenSupercharger,HuittinenSupercharger,61.168448,22.680093
Jyvälänpuistonpäiväkoti,Jyvälänpuistonpäiväkoti,66.709618,27.426630
Hämeenkyrönkunnantalo,Hämeenkyrönkunnantalo,61.637764,23.195496
CaféTinka,CaféTinka,62.299816,21.453038
Finnoonlaaksontie9-9,Finnoonlaaksontie9-9,60.163332,24.708286
Alko,Alko,60.227769,24.024568
Otto,Otto,60.637464,25.317978
Metsokankaantie5-5,Metsokankaantie5-5,64.956283,25.523307
PöytäalhonLiikekeskus,PöytäalhonLiikekeskus,60.476736,25.103805
Klasaksentie55,Klasaksentie55,60.377846,24.758525
Alko,Alko,61.044876,28.202602
Snellmaninkatu3c,Snellmaninkatu3c,61.057016,28.182547
56,56,60.285861,25.330847
Pelaamo,Pelaamo,60.632203,24.863707
Tammistonkauppatie,Tammistonkauppatie,60.273316,24.970317
Skanssinkatu10-16,Skanssinkatu10-16,60.429656,22.31927
Lasihytti2,Lasihytti2,60.185522,24.596147
KeisariLeipomo,KeisariLeipomo,60.210118,24.728981
12,12,61.503431,23.857534
Nikonkatu1-1,Nikonkatu1-1,60.399759,25.102307
Hiihtäjänkuja2-2,Hiihtäjänkuja2-2,60.194144,25.027983
Pappilantie,Pappilantie,66.486597,25.655165
3,3,60.854088,24.596763
KOivistontie2a,KOivistontie2a,60.671357,26.252545
Kirrintie,Kirrintie,62.301623,25.712633
Malminkaari,Malminkaari,60.252537,25.014362
instrumentarium,instrumentarium,60.12131,24.443385
Asentajantie1,Asentajantie1,60.399727,25.686401
VETURI,VETURI,60.875789,26.652055
IsoOmena,IsoOmena,60.161632,24.738286
Kauppiaankatu2,Kauppiaankatu2,60.981378,25.736145
KarjalankadunLiikekeskus,KarjalankadunLiikekeskus,61.133027,21.506249
Peltolantie1,Peltolantie1,60.294046,25.03214
Koti-Medi,Koti-Medi,60.153855,24.883182
Korvenkannantie71,Korvenkannantie71,61.186778,28.743767
Voudinkatu5,Voudinkatu5,60.490224,22.170289
Tesomankatu,Tesomankatu,61.504792,23.630217
Lähderannantie20,Lähderannantie20,60.239735,24.740269
ViihdekeskusHollywood,ViihdekeskusHollywood,62.794275,22.794075
Heinolankaari7-7,Heinolankaari7-7,63.827317,23.155189
Hamnvägen12,Hamnvägen12,65.036077,25.44113
Partolanteollisuusalue,Partolanteollisuusalue,61.465837,23.722347
RuskonLiikekeskus,RuskonLiikekeskus,65.039444,25.553901
Kauppakatu10-12,Kauppakatu10-12,64.223415,27.735372
Pulkamontie1,Pulkamontie1,66.518519,25.754015
GraaninLiikekeskus,GraaninLiikekeskus,61.686308,27.295242
Vasarakatu29,Vasarakatu29,62.264438,25.774684
Kunnallissairaalantie,Kunnallissairaalantie,60.443205,22.283509
Hakakatu12-16,Hakakatu12-16,60.457585,22.308555
NesteK,NesteK,61.04439,28.179869
Markulantie150-150,Markulantie150-150,60.472117,22.230623
AsiamiespostiLeppävirrantie,AsiamiespostiLeppävirrantie,62.491305,27.785629
NESTEOIL,NESTEOIL,64.939466,25.535108
Nuijamiestentie,Nuijamiestentie,61.466784,23.509521
Lahdenmoottoritie1150,Lahdenmoottoritie1150,60.604454,25.254381
4,4,60.825883,25.52806
Otto,Otto,60.403071,25.029642
Ojalehdonkuja1,Ojalehdonkuja1,60.32468,25.057314
TurtolanLiikekeskus,TurtolanLiikekeskus,61.475979,23.837773
Visbynkatu2-2,Visbynkatu2-2,60.210191,25.087257
Jumalniementie,Jumalniementie,60.506584,26.91394
21530,21530,60.426127,22.721475
VanhaKakskerrantie,VanhaKakskerrantie,60.418409,22.229405
NESTEOIL,NESTEOIL,60.332678,24.330454
Kirkkoesplanadi32,Kirkkoesplanadi32,60.308489,22.307542
Torpparinmäentie1a,Torpparinmäentie1a,60.256815,24.946002
Jakomäentie1,Jakomäentie1,60.261936,25.074437
VoutiBjörnraminkuja4,VoutiBjörnraminkuja4,60.233822,25.030959
K-Supermarket,K-Supermarket,60.227313,24.903855
MellunmäenUusiApteekki,MellunmäenUusiApteekki,60.238133,25.110518
Panuntie11,Panuntie11,60.221881,24.948297
K-Citymarket,K-Citymarket,63.108377,21.652096
Asematie1,Asematie1,63.369233,25.585256
PilkonLiikekeskus,PilkonLiikekeskus,62.628329,29.703388
Fitness24Seven,Fitness24Seven,62.287591,25.712722
Urheilutie42,Urheilutie42,62.248012,25.873035
PostitoimistoMäentakusenkatu,PostitoimistoMäentakusenkatu,61.49717,23.889609
Jäähallinkaari,Jäähallinkaari,61.494073,23.819595
Harjuntausta7-7,Harjuntausta7-7,61.515548,23.66804
Kauppakaari,Kauppakaari,61.192051,25.995141
Helsingintie38-40,Helsingintie38-40,60.975732,25.638658
Merkoksenkatu,Merkoksenkatu,60.721973,24.734271
Ketunkalliontie1,Ketunkalliontie1,60.804979,21.424985
21250,21250,60.542459,22.120781
RuskonLiikekeskus,RuskonLiikekeskus,65.039444,25.553901
Helmisimpukka,Helmisimpukka,65.955982,29.160686
KaresuvantoSupercharger,KaresuvantoSupercharger,68.4501910000,22.4814320000
KuopioSupercharger,KuopioSupercharger,62.8206180000,27.6076300000
TaukopaikkaLahnajärvi,TaukopaikkaLahnajärvi,60.3723846,23.7010592
IniöNorrbyHamn,IniöNorrbyHamn,60.3968161,21.3898876
McDonald'sEspooKauniaistentie,McDonald'sEspooKauniaistentie,60.2088761,24.7440541
McDonald'sVaristo,McDonald'sVaristo,60.2702172,24.8046462
EspoonkaupunkiNokkalanvierasvenesatama,EspoonkaupunkiNokkalanvierasvenesatama,60.1480228,24.7546473
McDonald'sSuomenoja,McDonald'sSuomenoja,60.1620167,24.7112131
McDonald'sLahtiLaune,McDonald'sLahtiLaune,60.9670027,25.6548625
JPJLiikuntakeskus,JPJLiikuntakeskus,60.740883,24.798302
RiihimäenOsuuspankki,RiihimäenOsuuspankki,60.73846,24.77504
S-MarketKaavi,S-MarketKaavi,62.9759775,28.4754038
S-MarketYkkösrasti,S-MarketYkkösrasti,62.8814587,27.6676941
PrismaKuopio,PrismaKuopio,62.8873146,27.6310766
SaleVehmersalmi,SaleVehmersalmi,62.7613363,28.0299103
McDonald'sKuopioMatkus,McDonald'sKuopioMatkus,62.8205939,27.606883
JoensuuKauppakatu43,JoensuuKauppakatu43,62.6061808,29.7656626
ABCVarkaus,ABCVarkaus,62.3047608,27.8563186
PrismaVarkaus,PrismaVarkaus,62.3140632,27.858249
JoensuuKauppakatu37,JoensuuKauppakatu37,62.6045095,29.76436
NesteJämsänPortti,NesteJämsänPortti,61.8525767,25.1732129
McDonald'sJyväskyläTourula,McDonald'sJyväskyläTourula,62.2509332,25.7688725
McDonald'sPirkkalaPartola,McDonald'sPirkkalaPartola,61.4642862,23.7182701
McDonald'sPori,McDonald'sPori,61.474679,21.816087
McDonald'sOuluKaakkuri,McDonald'sOuluKaakkuri,64.9610933,25.5189013
McDonald'sKempele,McDonald'sKempele,64.9038316,25.5427247
ABCKiuruvesi,ABCKiuruvesi,63.6603103,26.6093802
S-MarketKiuruvesi,S-MarketKiuruvesi,63.6534475,26.622684
ABCPyhäjärvi,ABCPyhäjärvi,63.7163479,25.9199452
PrismaIisalmi,PrismaIisalmi,63.574715,27.1804118
ABCMarjahaka,ABCMarjahaka,63.5459236,27.2475529
S-MarketPielavesi,S-MarketPielavesi,63.231656,26.7608285
S-MarketKeitele,S-MarketKeitele,63.1793617,26.3416958
BreakSokosHotelTahkovuori,BreakSokosHotelTahkovuori,63.2919073,28.0388153
ABCKauhava,ABCKauhava,63.091776,23.0600452
S-MarketSiilinjärvi,S-MarketSiilinjärvi,63.0729126,27.6596367
S-MarketJuankoski,S-MarketJuankoski,63.0665471,28.3303928
ABCSiilinjärvi,ABCSiilinjärvi,63.0803162,27.6813626
SEOYlitornio,SEOYlitornio,66.325328,23.673210
SEOMuonio,SEOMuonio,67.955016,23.683520
K-MarketKilpishalliDC,K-MarketKilpishalliDC,69.017123,20.873728
CoopExtraSlependen,CoopExtraSlependen,59.873276,10.501417
StovnerSenter,StovnerSenter,59.960266,10.925179
P-PLANTAGENSvinesundsparken4,P-PLANTAGENSvinesundsparken4,59.129413,11.275492
TrondheimlufthavnVærnes/Fortum,TrondheimlufthavnVærnes/Fortum,63.451247,10.919669
PrixMeråker/Fortum,PrixMeråker/Fortum,63.413590,11.739530
SkagerakArena,SkagerakArena,59.212200,9.590700
InspiriaScienceCenter,InspiriaScienceCenter,59.297300,11.062492
Sønnico,Sønnico,59.938359,10.834901
VulkanP-hus,VulkanP-hus,59.922544,10.751570
SønnicoBergen,SønnicoBergen,60.363435,5.296478
HotelUnionGeiranger,HotelUnionGeiranger,62.096848,7.210333
SaltoPowerPark,SaltoPowerPark,59.921126,10.676744
FlåPoliti,FlåPoliti,60.430004,9.463129
Sport1Geilo,Sport1Geilo,60.533402,8.206333
GolAuto,GolAuto,60.695752,8.930297
TeslaSuperchargerLillehammer,TeslaSuperchargerLillehammer,61.130889,10.434748
TeslaLyngdalSupercharger,TeslaLyngdalSupercharger,58.155704,7.101781
TeslaDombåsSupercharger,TeslaDombåsSupercharger,62.074928,9.128281
TeslaGolSupercharger,TeslaGolSupercharger,60.702333,8.986220
TeslaAurlandSupercharger,TeslaAurlandSupercharger,60.898649,7.210825
TeslaCinderellaSupercharger,TeslaCinderellaSupercharger,58.820786,9.073735
StrømmenStorsenterP-hussyd,StrømmenStorsenterP-hussyd,59.947793,11.003443
StrømmenstorsenterP-husNord,StrømmenstorsenterP-husNord,59.948499,11.007711
FortumHurtigladestasjonØrje,FortumHurtigladestasjonØrje,59.480661,11.661805
McDonald'sRåde,McDonald'sRåde,59.356841,10.842253
RyggeStorsenter,RyggeStorsenter,59.416162,10.682247
CoopObsTunejordet,CoopObsTunejordet,59.288134,11.081874
FortumHurtigladestasjonSarpsborg,FortumHurtigladestasjonSarpsborg,59.275045,11.085278
IshavsveienVestbyHurtigladestasjon,IshavsveienVestbyHurtigladestasjon,59.623568,10.737990
IseveienSenter,IseveienSenter,59.269023,11.160165
CoopExtraIseveienSarpsborg,CoopExtraIseveienSarpsborg,59.268692,11.167746
HovdetunBykle,HovdetunBykle,59.559506,7.355587
RokneparkenHurtigladestasjonVoss,RokneparkenHurtigladestasjonVoss,60.629033,6.413147
EidfjordHurtigladestasjon,EidfjordHurtigladestasjon,60.467251,7.068578
MarienlystHurtigladestasjon,MarienlystHurtigladestasjon,59.734286,10.204550
GulskogenKjøpesenter,GulskogenKjøpesenter,59.743605,10.157478
HokksundHurtigladestasjon,HokksundHurtigladestasjon,59.762864,9.896681
FortumApenesfjelletHurtigladestasjon,FortumApenesfjelletHurtigladestasjon,59.211568,10.941327
JektaStorsenterTromsø,JektaStorsenterTromsø,69.673673,18.923594
MoldeFergekai,MoldeFergekai,62.737327,7.169333
SteinkjerBilHurtigladestasjon,SteinkjerBilHurtigladestasjon,64.009211,11.489563
YXGråmyraHurtigladestasjon,YXGråmyraHurtigladestasjon,63.717359,11.226080
HalhjemFerjekaiHurtigladestasjonOs,HalhjemFerjekaiHurtigladestasjonOs,60.145942,5.427738
AksdalSenterHurtigladestasjon,AksdalSenterHurtigladestasjon,59.421698,5.444529
GassverktomtaKristiansund,GassverktomtaKristiansund,63.116916,7.732444
BrekstadHurtigladestasjonØrland,BrekstadHurtigladestasjonØrland,63.684915,9.665370
FortumHurtigladestasjonNygårdskrysset,FortumHurtigladestasjonNygårdskrysset,59.725369,10.783893
SkiStorsenter,SkiStorsenter,59.716079,10.836936
CoopExtraFørde,CoopExtraFørde,61.448103,5.887959
ElverumTerningenArena,ElverumTerningenArena,60.882640,11.535965
CoopOBSElverum,CoopOBSElverum,60.885608,11.562819
MaxiStorsenterHurtigladestasjonHamar,MaxiStorsenterHurtigladestasjonHamar,60.798443,11.047060
NesiÅdalKroogYX,NesiÅdalKroogYX,60.562196,9.996720
VesterålenBilSortland[Fortum],VesterålenBilSortland[Fortum],68.704803,15.412113
SuperchargerSolli,SuperchargerSolli,59.324384,10.954662
KjellstadLierSør,KjellstadLierSør,59.770840,10.262057
KjellstadLierNord,KjellstadLierNord,59.766265,10.257884
BiltemaKongsvinger,BiltemaKongsvinger,60.200656,11.979588
CircleKMinnesund,CircleKMinnesund,60.390640,11.215598
BirgerNHaugNissan,BirgerNHaugNissan,59.907533,10.493073
McDonald'sBerger,McDonald'sBerger,60.015054,11.068426
McDonald'sVestby,McDonald'sVestby,59.625848,10.732956
McDonald'sBrumunddal,McDonald'sBrumunddal,60.880362,10.931526
CIRCLEK,CIRCLEK,60.795611,10.698031
MöllerBilÅsaneV3,MöllerBilÅsaneV3,60.466558,5.339843
MöllerBilRomerikeV1,MöllerBilRomerikeV1,59.982395,11.003709
McDonald'sRåbekken,McDonald'sRåbekken,59.237335,10.966372
